onset,offset,pitch,velocity
0,24,78,64
24,48,59,64
24,48,66,64
24,48,74,64
24,48,83,64
48,72,78,64
72,96,59,64
72,96,66,64
72,96,74,64
72,96,83,64
96,120,78,64
120,144,70,64
120,144,73,64
120,144,79,64
144,156,79,64
156,168,78,64
168,192,76,64
192,216,64,64
192,216,70,64
192,216,79,64
216,240,62,64
216,240,71,64
216,240,78,64
240,264,64,64
240,264,73,64
240,264,76,64
264,288,74,64
264,312,66,64
288,312,73,64
312,324,76,64
312,336,59,64
312,336,66,64
324,336,74,64
336,348,73,64
348,360,74,64
360,384,71,64
384,396,74,64
396,408,73,64
408,432,74,64
432,456,59,64
432,456,66,64
456,480,59,64
456,480,67,64
480,504,74,64
504,528,57,64
504,528,67,64
504,528,73,64
528,540,73,64
540,552,71,64
552,576,73,64
576,588,81,64
588,600,76,64
600,624,73,64
624,648,57,64
624,648,64,64
648,672,57,64
648,672,66,64
672,696,73,64
696,720,55,64
696,720,66,64
696,720,71,64
720,732,71,64
732,744,69,64
744,768,71,64
768,780,83,64
780,792,79,64
792,816,76,64
816,828,79,64
828,840,76,64
840,864,73,64
864,876,76,64
876,888,73,64
888,912,67,64
888,912,69,64
912,924,71,64
924,936,73,64
936,948,74,64
948,960,76,64
960,972,78,64
972,984,79,64
984,1008,81,64
1008,1032,66,64
1008,1032,74,64
1032,1056,67,64
1032,1056,76,64
1056,1080,69,64
1056,1080,73,64
1080,1092,74,64
1080,1104,59,64
1080,1104,69,64
1092,1104,73,64
1104,1128,74,64
1128,1152,83,64
1152,1176,68,64
1152,1176,74,64
1176,1188,73,64
1176,1200,57,64
1176,1200,67,64
1188,1200,71,64
1200,1224,73,64
1224,1248,81,64
1248,1272,57,64
1248,1272,66,64
1248,1272,72,64
1272,1296,55,64
1272,1296,67,64
1272,1296,71,64
1296,1320,66,64
1296,1320,74,64
1320,1332,73,64
1320,1344,64,64
1332,1344,74,64
1344,1368,62,64
1344,1368,76,64
1368,1392,61,64
1368,1392,67,64
1392,1404,67,64
1404,1416,66,64
1416,1440,67,64
1440,1452,76,64
1452,1464,66,64
1464,1488,61,64
1464,1488,67,64
1488,1500,76,64
1500,1512,66,64
1512,1536,59,64
1512,1536,67,64
1536,1548,76,64
1548,1560,66,64
1560,1584,57,64
1560,1584,67,64
1584,1608,73,64
1608,1668,81,64
1668,1680,86,64
1680,1692,85,64
1692,1704,83,64
1704,1716,81,64
1716,1728,79,64
1728,1740,83,64
1740,1752,81,64
1752,1764,79,64
1764,1776,78,64
1776,1788,76,64
1788,1800,74,64
1800,1824,69,64
1800,1824,69,64
1824,1848,57,64
1824,1848,67,64
1824,1848,73,64
1848,1920,62,64
1848,1920,66,64
1848,1920,74,64
1920,1944,78,64
1944,1968,59,64
1944,1968,66,64
1944,1968,74,64
1944,1968,83,64
1968,1992,78,64
1992,2016,59,64
1992,2016,66,64
1992,2016,74,64
1992,2016,83,64
2016,2040,78,64
2040,2064,70,64
2040,2064,73,64
2040,2064,79,64
2064,2076,79,64
2076,2088,78,64
2088,2112,76,64
2112,2136,64,64
2112,2136,70,64
2112,2136,79,64
2136,2160,62,64
2136,2160,71,64
2136,2160,78,64
2160,2184,64,64
2160,2184,73,64
2160,2184,76,64
2184,2208,74,64
2184,2232,66,64
2208,2232,73,64
2232,2244,76,64
2232,2256,59,64
2232,2256,66,64
2244,2256,74,64
2256,2268,73,64
2268,2280,74,64
2280,2304,71,64
2304,2316,74,64
2316,2328,73,64
2328,2352,74,64
2352,2376,59,64
2352,2376,66,64
2376,2400,59,64
2376,2400,67,64
2400,2424,74,64
2424,2448,57,64
2424,2448,67,64
2424,2448,73,64
2448,2460,73,64
2460,2472,71,64
2472,2496,73,64
2496,2508,81,64
2508,2520,76,64
2520,2544,73,64
2544,2568,57,64
2544,2568,64,64
2568,2592,57,64
2568,2592,66,64
2592,2616,73,64
2616,2640,55,64
2616,2640,66,64
2616,2640,71,64
2640,2652,71,64
2652,2664,69,64
2664,2688,71,64
2688,2700,83,64
2700,2712,79,64
2712,2736,76,64
2736,2748,79,64
2748,2760,76,64
2760,2784,73,64
2784,2796,76,64
2796,2808,73,64
2808,2832,67,64
2808,2832,69,64
2832,2844,71,64
2844,2856,73,64
2856,2868,74,64
2868,2880,76,64
2880,2892,78,64
2892,2904,79,64
2904,2928,81,64
2928,2952,66,64
2928,2952,74,64
2952,2976,67,64
2952,2976,76,64
2976,3000,69,64
2976,3000,73,64
3000,3012,74,64
3000,3024,59,64
3000,3024,69,64
3012,3024,73,64
3024,3048,74,64
3048,3072,83,64
3072,3096,68,64
3072,3096,74,64
3096,3108,73,64
3096,3120,57,64
3096,3120,67,64
3108,3120,71,64
3120,3144,73,64
3144,3168,81,64
3168,3192,57,64
3168,3192,66,64
3168,3192,72,64
3192,3216,55,64
3192,3216,67,64
3192,3216,71,64
3216,3240,66,64
3216,3240,74,64
3240,3252,73,64
3240,3264,64,64
3252,3264,74,64
3264,3288,62,64
3264,3288,76,64
3288,3312,61,64
3288,3312,67,64
3312,3324,67,64
3324,3336,66,64
3336,3360,67,64
3360,3372,76,64
3372,3384,66,64
3384,3408,61,64
3384,3408,67,64
3408,3420,76,64
3420,3432,66,64
3432,3456,59,64
3432,3456,67,64
3456,3468,76,64
3468,3480,66,64
3480,3504,57,64
3480,3504,67,64
3504,3528,73,64
3528,3588,81,64
3588,3600,86,64
3600,3612,85,64
3612,3624,83,64
3624,3636,81,64
3636,3648,79,64
3648,3660,83,64
3660,3672,81,64
3672,3684,79,64
3684,3696,78,64
3696,3708,76,64
3708,3720,74,64
3720,3744,69,64
3720,3744,69,64
3744,3768,57,64
3744,3768,67,64
3744,3768,73,64
3768,3840,62,64
3768,3840,66,64
3768,3840,74,64
3840,3864,62,64
3840,3864,74,64
3840,3864,78,64
3864,3888,69,64
3864,3888,73,64
3864,3888,76,64
3888,3912,74,64
3888,3912,78,64
3912,3936,69,64
3912,3936,76,64
3912,3936,79,64
3936,3960,74,64
3936,3960,78,64
3960,3984,69,64
3960,3984,73,64
3960,3984,76,64
3984,3996,76,64
3996,4008,74,64
4008,4032,76,64
4032,4056,57,64
4032,4056,66,64
4032,4056,74,64
4032,4056,81,64
4056,4080,57,64
4056,4080,64,64
4056,4080,73,64
4080,4104,66,64
4080,4104,74,64
4104,4128,57,64
4104,4128,67,64
4104,4128,76,64
4128,4152,66,64
4128,4152,74,64
4152,4176,57,64
4152,4176,64,64
4152,4176,73,64
4176,4188,64,64
4176,4188,73,64
4188,4200,62,64
4188,4200,71,64
4200,4224,64,64
4200,4224,73,64
4224,4248,66,64
4224,4248,75,64
4248,4272,55,64
4248,4272,67,64
4248,4272,71,64
4248,4272,76,64
4272,4296,71,64
4272,4296,79,64
4296,4320,59,64
4320,4344,69,64
4320,4344,78,64
4344,4356,67,64
4344,4356,76,64
4344,4368,60,64
4356,4368,66,64
4356,4368,75,64
4368,4392,67,64
4368,4392,76,64
4392,4416,67,64
4392,4416,76,64
4416,4428,76,64
4416,4428,79,64
4428,4440,75,64
4428,4440,78,64
4440,4464,76,64
4440,4464,79,64
4464,4488,67,64
4464,4488,76,64
4464,4488,83,64
4488,4512,79,64
4488,4536,71,64
4512,4524,78,64
4524,4536,76,64
4536,4560,64,64
4536,4608,76,64
4560,4584,66,64
4584,4608,67,64
4608,4632,64,64
4608,4632,71,64
4608,4632,79,64
4632,4656,69,64
4632,4656,73,64
4656,4680,79,64
4680,4704,69,64
4680,4704,73,64
4704,4728,79,64
