onset,offset,pitch,velocity
0,48,67,64
48,72,69,64
72,84,67,64
84,96,65,64
96,120,64,64
120,144,65,64
144,192,67,64
192,216,62,64
216,240,64,64
240,264,65,64
264,288,64,64
288,312,65,64
312,324,67,64
324,336,65,64
336,360,64,64
360,372,65,64
372,384,67,64
384,432,69,64
384,432,72,64
432,456,76,64
432,480,68,64
456,468,74,64
468,480,72,64
480,504,71,64
480,528,67,64
504,528,73,64
528,576,66,64
528,576,74,64
576,600,69,64
576,624,65,64
600,624,71,64
624,648,64,64
624,648,72,64
648,672,62,64
648,672,71,64
672,696,64,64
672,696,72,64
696,708,74,64
696,720,66,64
708,720,72,64
720,744,67,64
720,744,71,64
744,756,72,64
744,768,65,64
756,768,74,64
768,792,67,64
768,864,76,64
792,816,64,64
816,840,65,64
840,864,64,64
864,888,65,64
864,936,74,64
888,912,62,64
912,960,64,64
936,960,71,64
960,984,76,64
960,1008,64,64
960,1008,79,64
984,1008,74,64
1008,1032,81,64
1008,1056,57,64
1008,1056,64,64
1008,1056,73,64
1032,1044,79,64
1044,1056,77,64
1056,1080,76,64
1056,1104,57,64
1056,1104,69,64
1056,1104,72,64
1080,1104,78,64
1104,1152,55,64
1104,1152,62,64
1104,1152,71,64
1104,1152,79,64
1152,1176,74,64
1152,1200,55,64
1152,1200,70,64
1176,1200,76,64
1200,1224,69,64
1200,1224,77,64
1200,1296,62,64
1224,1248,67,64
1224,1248,76,64
1248,1272,69,64
1248,1272,77,64
1272,1284,79,64
1272,1296,71,64
1284,1296,77,64
1296,1320,76,64
1296,1344,57,64
1296,1344,64,64
1296,1344,72,64
1320,1344,74,64
1344,1368,76,64
1344,1392,69,64
1344,1392,72,64
1368,1392,77,64
1392,1416,79,64
1392,1440,64,64
1392,1440,71,64
1416,1440,77,64
1440,1464,79,64
1440,1488,57,64
1440,1488,64,64
1440,1488,73,64
1464,1476,81,64
1476,1488,79,64
1488,1512,77,64
1488,1536,62,64
1488,1536,74,64
1512,1536,79,64
1536,1560,72,64
1536,1584,65,64
1536,1584,81,64
1560,1584,74,64
1584,1608,76,64
1584,1632,64,64
1584,1632,80,64
1608,1620,74,64
1620,1632,72,64
1632,1656,71,64
1632,1680,79,64
1656,1680,72,64
1680,1728,62,64
1680,1728,74,64
1680,1728,78,64
1728,1752,69,64
1728,1776,77,64
1752,1776,71,64
1776,1800,72,64
1776,1824,69,64
1776,1824,76,64
1800,1824,71,64
1824,1848,72,64
1824,1872,62,64
1824,1872,78,64
1848,1860,74,64
1860,1872,72,64
1872,1920,67,64
1872,1920,71,64
1896,1908,79,64
1908,1920,77,64
1920,1944,76,64
1944,1968,74,64
1968,1992,67,64
1968,1992,73,64
1992,2004,81,64
2004,2016,79,64
2016,2040,81,64
2040,2064,67,64
2040,2064,73,64
2064,2088,65,64
2064,2088,74,64
2088,2100,77,64
2100,2112,76,64
2112,2136,74,64
2136,2160,72,64
2160,2184,65,64
2160,2184,71,64
2184,2196,79,64
2196,2208,77,64
2208,2232,79,64
2232,2256,65,64
2232,2256,71,64
2256,2280,64,64
2256,2280,72,64
2280,2304,65,64
2280,2304,74,64
2304,2352,60,64
2304,2352,67,64
2304,2352,76,64
2352,2376,62,64
2352,2400,66,64
2352,2400,69,64
2376,2388,60,64
2388,2400,59,64
2400,2424,57,64
2400,2448,65,64
2400,2448,74,64
2424,2448,59,64
2448,2496,60,64
2448,2496,64,64
2460,2472,67,64
2472,2484,69,64
2484,2496,71,64
2496,2520,55,64
2496,2544,63,64
2496,2544,72,64
2520,2544,57,64
2544,2568,58,64
2544,2592,62,64
2568,2592,57,64
2592,2616,58,64
2592,2640,64,64
2616,2628,60,64
2628,2640,58,64
2640,2664,65,64
2640,2688,57,64
2664,2688,64,64
2688,2712,65,64
2688,2736,59,64
2712,2724,67,64
2724,2736,65,64
2736,2760,60,64
2736,2784,64,64
2760,2784,59,64
2784,2808,60,64
2784,2832,66,64
2808,2820,62,64
2820,2832,60,64
2832,2856,59,64
2832,2880,67,64
2856,2880,57,64
2880,2928,58,64
2880,2928,67,64
2880,2928,74,64
2928,2952,69,64
2928,2976,57,64
2928,2976,73,64
2952,2964,67,64
2964,2976,65,64
2976,3000,64,64
2976,3024,72,64
3000,3024,66,64
3024,3072,55,64
3024,3072,67,64
3024,3072,71,64
3072,3096,62,64
3072,3120,70,64
3096,3120,64,64
3120,3144,65,64
3120,3168,62,64
3120,3168,69,64
3144,3168,64,64
3168,3192,65,64
3168,3216,55,64
3168,3216,71,64
3192,3204,67,64
3204,3216,65,64
3216,3240,60,64
3216,3240,64,64
3240,3252,72,64
3252,3264,71,64
3264,3288,69,64
3288,3312,67,64
3312,3336,60,64
3312,3336,66,64
3336,3348,74,64
3348,3360,72,64
3360,3384,74,64
3384,3408,60,64
3384,3408,66,64
3408,3432,58,64
3408,3432,67,64
3432,3444,70,64
3444,3456,69,64
3456,3480,67,64
3480,3504,65,64
3504,3528,58,64
3504,3528,64,64
3528,3540,72,64
3540,3552,70,64
3552,3576,72,64
3576,3600,58,64
3576,3600,64,64
3600,3624,57,64
3600,3624,65,64
3624,3636,69,64
3636,3648,67,64
3648,3660,65,64
3660,3672,67,64
3672,3684,64,64
3684,3696,65,64
3696,3708,59,64
3696,3708,62,64
3708,3720,69,64
3720,3732,74,64
3732,3744,72,64
3744,3756,71,64
3756,3768,69,64
3768,3780,67,64
3780,3792,65,64
3792,3816,60,64
3792,3816,64,64
3816,3828,72,64
3828,3840,71,64
3840,3852,69,64
3852,3864,72,64
3864,3876,76,64
3876,3888,67,64
3888,3900,62,64
3888,3900,65,64
3900,3912,69,64
3912,3924,77,64
3924,3936,76,64
3936,3948,74,64
3948,3960,72,64
3960,3972,71,64
3972,3984,69,64
3984,3996,64,64
3984,3996,67,64
3996,4002,69,64
4002,4008,71,64
4008,4020,72,64
4020,4032,74,64
4032,4044,76,64
4044,4056,77,64
4056,4068,79,64
4068,4080,70,64
4080,4092,65,64
4080,4092,69,64
4092,4104,76,64
4104,4116,81,64
4116,4128,79,64
4128,4140,77,64
4140,4146,79,64
4146,4152,81,64
4152,4164,74,64
4164,4170,76,64
4170,4176,77,64
4176,4188,65,64
4176,4188,71,64
4188,4200,74,64
4200,4212,76,64
4212,4224,77,64
4224,4248,64,64
4224,4248,72,64
4224,4272,79,64
4248,4272,62,64
4248,4272,70,64
4272,4284,61,64
4272,4284,64,64
4272,4284,69,64
4284,4296,81,64
4296,4308,79,64
4308,4320,77,64
4320,4344,60,64
4320,4344,64,64
4320,4344,69,64
4320,4344,76,64
4344,4368,78,64
4368,4380,67,64
4368,4392,59,64
