onset,offset,pitch,velocity
0,12,60,64
0,24,64,64
12,24,60,64
24,36,60,64
36,48,60,64
36,48,64,64
48,54,65,64
48,60,60,64
54,60,64,64
60,66,62,64
60,72,60,64
66,72,60,64
72,78,67,64
72,84,59,64
78,84,62,64
84,96,59,64
84,108,65,64
96,108,59,64
108,120,59,64
108,120,69,64
120,126,67,64
120,132,59,64
126,132,65,64
132,138,64,64
132,144,59,64
138,144,62,64
144,150,64,64
144,156,60,64
150,156,67,64
156,162,69,64
156,168,60,64
162,168,71,64
168,174,67,64
168,180,57,64
168,180,72,64
174,180,67,64
180,186,69,64
180,192,57,64
186,192,64,64
192,198,66,64
192,204,62,64
198,204,69,64
204,210,71,64
204,216,62,64
210,216,72,64
216,222,71,64
216,228,55,64
216,228,62,64
222,228,69,64
228,240,55,64
228,240,67,64
240,252,67,64
252,258,76,64
252,264,67,64
258,264,74,64
264,270,76,64
264,276,67,64
270,276,74,64
276,282,72,64
276,288,67,64
282,288,71,64
288,300,67,64
288,312,69,64
300,312,67,64
312,324,65,64
324,330,74,64
324,336,65,64
330,336,76,64
336,342,74,64
336,348,65,64
342,348,72,64
348,354,71,64
348,360,65,64
354,360,69,64
360,366,71,64
360,372,65,64
366,372,74,64
372,378,76,64
372,384,65,64
378,384,77,64
384,390,74,64
384,396,64,64
384,396,79,64
390,396,74,64
396,402,76,64
396,408,64,64
402,408,71,64
408,414,72,64
408,420,69,64
414,420,76,64
420,426,81,64
420,432,69,64
426,432,79,64
432,438,72,64
432,444,62,64
432,444,77,64
438,444,72,64
444,450,74,64
444,456,62,64
450,456,69,64
456,462,71,64
456,468,67,64
462,468,72,64
468,474,74,64
468,480,67,64
474,480,76,64
480,486,77,64
480,492,55,64
480,492,62,64
480,492,71,64
486,492,81,64
492,498,79,64
492,504,55,64
492,504,62,64
492,504,71,64
498,504,77,64
504,516,60,64
504,516,67,64
504,516,72,64
504,516,76,64
516,528,60,64
528,540,60,64
534,540,74,64
540,546,72,64
540,552,60,64
540,552,64,64
546,552,71,64
552,558,69,64
552,564,60,64
552,564,64,64
558,564,67,64
564,567,66,64
564,576,60,64
567,570,67,64
570,576,64,64
576,582,66,64
576,588,60,64
582,588,62,64
588,594,64,64
594,600,66,64
600,603,67,64
603,606,71,64
606,609,69,64
609,612,72,64
612,615,71,64
615,618,74,64
618,621,72,64
621,624,76,64
624,648,59,64
624,648,67,64
624,648,74,64
648,654,60,64
654,657,76,64
657,660,74,64
660,663,72,64
663,666,74,64
666,672,76,64
672,687,71,64
672,720,62,64
687,689,72,64
688,690,71,64
690,693,69,64
693,696,71,64
696,708,72,64
708,720,69,64
720,792,55,64
720,792,67,64
792,804,67,64
792,816,74,64
804,816,67,64
816,828,67,64
828,840,67,64
828,840,74,64
840,846,76,64
840,852,67,64
846,852,74,64
852,858,72,64
852,864,67,64
858,864,71,64
864,870,76,64
864,876,68,64
870,876,71,64
876,888,68,64
876,900,74,64
888,900,68,64
900,912,68,64
900,912,74,64
900,912,77,64
912,918,76,64
912,924,68,64
912,924,71,64
918,924,74,64
924,930,72,64
924,936,68,64
930,936,71,64
936,942,72,64
936,948,69,64
942,948,74,64
948,960,69,64
948,972,76,64
960,972,65,64
972,984,65,64
972,984,76,64
984,990,74,64
984,996,65,64
990,996,72,64
996,1002,71,64
996,1008,65,64
1002,1008,69,64
1008,1014,81,64
1008,1020,64,64
1008,1020,71,64
1014,1020,78,64
1020,1032,64,64
1020,1032,71,64
1020,1032,80,64
1032,1044,74,64
1044,1050,80,64
1044,1056,74,64
1050,1056,83,64
1056,1062,83,64
1056,1068,74,64
1062,1068,80,64
1068,1074,80,64
1068,1080,74,64
1074,1080,76,64
1080,1092,72,64
1080,1110,81,64
1092,1104,72,64
1104,1116,72,64
1110,1116,83,64
1116,1122,81,64
1116,1128,72,64
1122,1128,79,64
1128,1134,78,64
1128,1140,72,64
1134,1140,76,64
1140,1146,75,64
1140,1152,69,64
1146,1152,76,64
1152,1158,81,64
1152,1164,66,64
1152,1164,75,64
1158,1164,83,64
1164,1176,66,64
1164,1176,75,64
1164,1188,84,64
1176,1188,75,64
1188,1194,84,64
1188,1200,75,64
1194,1200,83,64
1200,1206,81,64
1200,1212,71,64
1206,1212,79,64
1212,1218,81,64
1212,1224,71,64
1218,1224,78,64
1224,1230,79,64
1224,1236,64,64
1224,1236,71,64
1230,1236,76,64
1236,1242,75,64
1236,1248,66,64
1242,1248,76,64
1248,1260,67,64
1248,1260,76,64
1248,1260,83,64
1260,1272,69,64
1260,1272,81,64
1272,1278,81,64
1272,1284,71,64
1278,1284,79,64
1284,1290,81,64
1284,1296,71,64
1290,1296,78,64
1296,1308,76,64
1296,1308,78,64
1308,1320,76,64
1308,1320,76,64
1320,1332,74,64
1332,1338,76,64
1332,1344,74,64
1338,1344,77,64
1344,1350,79,64
1344,1356,74,64
1350,1356,81,64
1356,1368,74,64
1356,1380,82,64
1368,1380,73,64
1380,1392,73,64
1380,1392,81,64
1392,1404,69,64
1404,1416,69,64
1404,1416,79,64
1416,1422,79,64
1416,1428,69,64
1422,1428,77,64
1428,1434,79,64
1428,1440,69,64
1434,1440,76,64
1440,1452,74,64
1440,1452,76,64
1452,1464,74,64
1452,1464,77,64
1464,1476,62,64
1476,1482,74,64
1476,1488,62,64
1482,1488,76,64
1488,1494,77,64
1488,1500,62,64
1488,1500,69,64
1494,1500,79,64
1500,1512,62,64
1500,1512,71,64
1500,1512,81,64
1512,1524,64,64
1512,1524,71,64
1524,1536,64,64
1524,1536,72,64
1536,1548,66,64
1548,1560,66,64
1548,1560,72,64
1560,1566,76,64
1560,1572,66,64
1566,1572,74,64
1572,1578,76,64
1572,1584,66,64
1578,1584,72,64
1584,1596,67,64
1584,1608,71,64
1596,1608,67,64
1608,1620,67,64
1614,1620,71,64
1620,1626,72,64
1620,1632,67,64
1626,1632,71,64
1632,1638,69,64
1632,1644,55,64
1638,1644,67,64
1644,1650,65,64
1644,1656,55,64
1650,1656,64,64
1656,1662,56,64
1656,1662,65,64
1662,1668,75,64
1668,1674,74,64
1674,1680,72,64
1680,1686,71,64
1686,1692,72,64
1692,1698,80,64
1698,1704,79,64
1704,1710,57,64
1704,1710,62,64
1704,1710,72,64
1704,1710,78,64
1710,1713,72,64
1713,1716,71,64
1716,1722,72,64
1722,1728,78,64
1728,1737,79,64
1728,1740,55,64
1728,1740,64,64
1728,1740,72,64
1737,1740,81,64
1740,1743,79,64
1743,1746,77,64
1746,1748,76,64
1748,1750,77,64
1749,1752,79,64
1752,1770,72,64
1752,1776,55,64
1752,1776,62,64
1770,1772,71,64
1772,1774,69,64
1774,1776,71,64
1776,1794,71,64
1794,1797,69,64
1797,1800,71,64
1800,1872,60,64
1800,1872,64,64
1800,1872,72,64
