onset,offset,pitch,velocity
0,18,60,64
18,24,62,64
24,42,60,64
42,48,62,64
48,66,60,64
66,72,64,64
72,90,62,64
72,96,60,64
90,96,64,64
96,114,62,64
96,120,60,64
114,120,64,64
120,138,62,64
120,144,60,64
138,144,64,64
144,162,74,64
144,168,59,64
144,168,65,64
162,168,76,64
168,186,74,64
168,192,59,64
168,192,62,64
186,192,76,64
192,210,74,64
192,216,59,64
192,216,67,64
210,216,77,64
216,234,76,64
216,240,58,64
216,240,67,64
216,240,74,64
234,240,77,64
240,258,76,64
240,264,58,64
240,264,67,64
240,264,74,64
258,264,77,64
264,282,76,64
264,288,58,64
264,288,67,64
264,288,74,64
282,288,77,64
288,300,79,64
288,312,57,64
288,312,64,64
288,312,73,64
300,312,82,64
312,324,82,64
312,336,57,64
312,336,64,64
312,336,73,64
324,336,81,64
336,348,81,64
336,360,57,64
336,360,64,64
336,360,73,64
348,360,79,64
360,378,69,64
360,384,62,64
360,384,77,64
378,384,71,64
384,402,69,64
384,408,62,64
384,408,77,64
402,408,71,64
408,426,69,64
408,432,62,64
408,432,77,64
426,432,71,64
432,444,72,64
432,456,62,64
432,456,78,64
444,456,75,64
456,468,75,64
456,480,62,64
456,480,78,64
468,480,74,64
480,492,74,64
480,504,62,64
480,504,78,64
492,504,72,64
504,522,78,64
504,528,63,64
504,528,71,64
522,528,79,64
528,546,78,64
528,552,63,64
528,552,71,64
546,552,79,64
552,570,78,64
552,576,63,64
552,576,71,64
570,576,79,64
576,588,81,64
576,600,63,64
576,600,72,64
588,600,84,64
600,612,84,64
600,624,63,64
600,624,69,64
612,624,83,64
624,636,83,64
624,648,63,64
624,648,71,64
636,648,81,64
648,666,81,64
648,672,63,64
648,672,72,64
666,672,78,64
672,690,79,64
672,696,64,64
672,696,73,64
690,696,82,64
696,702,81,64
696,720,63,64
696,720,72,64
702,708,79,64
708,714,81,64
714,720,78,64
720,732,70,64
720,732,79,64
720,744,62,64
732,744,72,64
732,744,81,64
744,780,78,64
744,792,62,64
744,792,69,64
780,792,79,64
792,801,70,64
801,804,69,64
804,807,67,64
807,810,66,64
810,816,67,64
816,843,61,64
843,846,62,64
846,849,64,64
849,852,66,64
852,855,67,64
855,858,69,64
858,860,70,64
860,862,72,64
861,864,69,64
864,882,67,64
864,882,70,64
882,888,66,64
882,888,69,64
888,906,67,64
888,906,70,64
906,912,66,64
906,912,69,64
912,924,70,64
912,936,67,64
924,936,75,64
936,954,74,64
954,957,75,64
957,960,72,64
960,984,70,64
960,1008,62,64
984,1002,69,64
1002,1008,67,64
1008,1026,55,64
1008,1032,67,64
1026,1032,57,64
1032,1050,55,64
1032,1056,67,64
1050,1056,57,64
1056,1074,55,64
1056,1080,67,64
1074,1080,59,64
1080,1098,67,64
1080,1104,57,64
1080,1104,72,64
1098,1104,69,64
1104,1122,67,64
1104,1128,57,64
1104,1128,72,64
1122,1128,69,64
1128,1146,67,64
1128,1152,57,64
1128,1152,72,64
1146,1152,69,64
1152,1170,72,64
1152,1176,57,64
1152,1176,65,64
1170,1176,74,64
1176,1194,72,64
1176,1200,57,64
1176,1200,65,64
1194,1200,74,64
1200,1218,72,64
1200,1224,57,64
1200,1224,65,64
1218,1224,76,64
1224,1242,57,64
1224,1248,66,64
1224,1248,74,64
1242,1248,59,64
1248,1266,57,64
1248,1272,66,64
1248,1272,74,64
1266,1272,59,64
1272,1290,57,64
1272,1296,66,64
1272,1296,74,64
1290,1296,60,64
1296,1314,74,64
1296,1320,59,64
1296,1320,67,64
1314,1320,76,64
1320,1338,74,64
1320,1344,59,64
1320,1344,67,64
1338,1344,76,64
1344,1362,74,64
1344,1368,59,64
1344,1368,67,64
1362,1368,77,64
1368,1386,74,64
1368,1392,60,64
1368,1392,67,64
1368,1392,76,64
1386,1392,72,64
1392,1410,74,64
1392,1416,60,64
1392,1416,67,64
1392,1416,76,64
1410,1416,72,64
1416,1434,74,64
1416,1440,60,64
1416,1440,67,64
1416,1440,76,64
1434,1440,71,64
1440,1458,76,64
1440,1464,58,64
1440,1464,67,64
1440,1464,72,64
1458,1464,77,64
1464,1482,76,64
1464,1488,58,64
1464,1488,67,64
1464,1488,72,64
1482,1488,77,64
1488,1506,76,64
1488,1512,58,64
1488,1512,67,64
1488,1512,72,64
1506,1512,79,64
1512,1530,69,64
1512,1530,72,64
1512,1536,57,64
1512,1536,77,64
1530,1536,67,64
1530,1536,70,64
1536,1554,69,64
1536,1554,72,64
1554,1560,67,64
1554,1560,70,64
1560,1578,69,64
1560,1578,72,64
1560,1584,62,64
1560,1584,77,64
1578,1584,65,64
1578,1584,69,64
1584,1602,67,64
1584,1602,70,64
1584,1608,55,64
1584,1608,77,64
1602,1608,65,64
1602,1608,69,64
1608,1626,67,64
1608,1626,70,64
1626,1632,65,64
1626,1632,69,64
1632,1650,76,64
1632,1656,55,64
1632,1656,67,64
1632,1656,70,64
1650,1656,77,64
1656,1674,79,64
1656,1680,61,64
1656,1680,64,64
1656,1680,69,64
1674,1680,77,64
1680,1698,79,64
1698,1704,77,64
1704,1722,79,64
